UF;Mesorregiao;cd_div;CNAE;Intensivo em mao de obra;Quantidade de empregos do setor na mesorregião (1);Quantidade de empregos totais na mesorregião (2);Participacao de empregos do setor na mesorregião (PSM = 1/2);Quantidade de empregos do setor na UF (3);Múltiplo de emprego regional (MER = PSM*1/3);Quantidade total de empresas na mesorregião (4);Polo Regional;Quantidade de empregos totais na UF (5);Participacao de empregos do setor na UF (PSE = 3/5);Gini locacional estadual (GLE);Quoeficiente locacional estadual (QLE = (1-GLE)*PSM/PSE);Quantidade de micro, pequenas e medias empresas na mesorregião;Quantidade de grandes empresas na mesorregião;Quantidade de empresas totais na UF (6);Participacao de empresas na UF (PEE = 4/6);Polo Estadual;Quantidade de empregos do setor no Brasil (7);Múltiplo de emprego nacional (MEN = PSM*1/7);Quantidade de empregos totais no Brasil (8);Participaçcao de empregos do setor no Brasil (PSP = 7/8);Gini locacional nacional (GLN);Quoeficiente locacional nacional (QLE = (1-GLN)*PSM/PSP);Quantidade de empresas totais no Brasil (9);Participacao de empresas no pais (PEP = 4/9);Polo Nacional;Valor exportado (10);Valor bruto da producao industrial (VBPI);Índice de insercao internacional (10/VBPI);Participação do setor nas exportações da UF;Participação da UF nas exportações nacionais do setor;Polo Internacional;source;Categoria_CNAE;arranjo_setorial;sk;polo;municipio;longitude;latitude
São Paulo;Vale do Paraíba Paulista;50;Outros transportes aquaviários;Sim;22;166043;0,0001;156;0,0;12;Não;4166706;0,0;0,4567549100000003;0,0;12;0;35;0,3429;Não;5060;0,0;13620921;0,0043;0,506790730000001;0,1328;442;0,0271;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Vale do Paraíba Paulista_Transporte, armazenagem e correio;;;;
São Paulo;Araçatuba;51;Transporte aéreo de passageiros;Sim;17;59586;0,0003;25427;0,0;2;Não;4166706;0,0061;0,6459566999999995;0,0174;2;0;162;0,0123;Não;48273;0,0;13620921;0,0004;0,5969311700000004;0,0341;666;0,003;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Araçatuba_Transporte, armazenagem e correio;;;;
São Paulo;Assis;51;Transporte aéreo de passageiros;Sim;1;44480;0,0;25427;0,0;1;Não;4166706;0,0061;0,6433587900000002;0,0;1;0;162;0,0062;Não;48273;0,0;13620921;0,0;0,614748660000001;0,0;666;0,0015;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Assis_Transporte, armazenagem e correio;;;;
São Paulo;Bauru;51;Transporte aéreo de passageiros;Sim;18;149172;0,0001;25427;0,0;3;Não;4166706;0,0061;0,5090524399999998;0,0081;3;0;162;0,0185;Não;48273;0,0;13620921;0,0004;0,4452767900000016;0,0156;666;0,0045;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Bauru_Transporte, armazenagem e correio;Regional;bauru;-49,13739192665265;-22,17517240403532
São Paulo;Campinas;51;Transporte aéreo de passageiros;Sim;4338;499810;0,0087;25427;0,0015;11;Não;4166706;0,0061;0,2806485100000009;1,0259;9;2;162;0,0679;Não;48273;0,0008;13620921;0,0899;0,393645270000001;1,4885;666;0,0165;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Campinas_Transporte, armazenagem e correio;Nacional;campinas;-46,88979385895326;-22,83885904502968
São Paulo;Itapetininga;51;Transporte aéreo de passageiros;Sim;10;67826;0,0001;25427;0,0;1;Não;4166706;0,0061;0,5787358200000006;0,0069;1;0;162;0,0062;Não;48273;0,0;13620921;0,0002;0,5379119400000003;0,013;666;0,0015;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Itapetininga_Transporte, armazenagem e correio;;;;
São Paulo;Macro Metropolitana Paulista;51;Transporte aéreo de passageiros;Sim;451;348535;0,0013;25427;0,0;11;Não;4166706;0,0061;0,3722807100000003;0,1338;9;2;162;0,0679;Não;48273;0,0;13620921;0,0093;0,4622613900000007;0,1972;666;0,0165;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Macro Metropolitana Paulista_Transporte, armazenagem e correio;Nacional;jundiai;-46,9454328892055;-23,26307507587484
São Paulo;Marília;51;Transporte aéreo de passageiros;Sim;14;38233;0,0004;25427;0,0;1;Não;4166706;0,0061;0,610737690000001;0,0255;1;0;162;0,0062;Não;48273;0,0;13620921;0,0003;0,6096079300000006;0,0441;666;0,0015;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Marília_Transporte, armazenagem e correio;;;;
São Paulo;Metropolitana de São Paulo;51;Transporte aéreo de passageiros;Sim;19450;2023344;0,0096;25427;0,0074;121;Sim;4166706;0,0061;0,2426658500000007;1,1919;105;16;162;0,7469;Sim;48273;0,0039;13620921;0,4029;0,3575601500000014;1,7402;666;0,1817;Sim;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Metropolitana de São Paulo_Transporte, armazenagem e correio;Nacional;sao paulo;-46,71409581066735;-23,58999849142383
São Paulo;Piracicaba;51;Transporte aéreo de passageiros;Sim;8;208798;0,0;25427;0,0;1;Não;4166706;0,0061;0,4661265900000007;0,0;1;0;162;0,0062;Não;48273;0,0;13620921;0,0002;0,5179722300000009;0,0;666;0,0015;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Piracicaba_Transporte, armazenagem e correio;Regional;piracicaba;-47,57154711778959;-22,76837650570342
São Paulo;Presidente Prudente;51;Transporte aéreo de passageiros;Sim;46;52740;0,0009;25427;0,0;2;Não;4166706;0,0061;0,6287071399999999;0,0548;2;0;162;0,0123;Não;48273;0,0;13620921;0,001;0,5731245499999991;0,1084;666;0,003;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Presidente Prudente_Transporte, armazenagem e correio;;;;
São Paulo;Ribeirão Preto;51;Transporte aéreo de passageiros;Sim;989;246434;0,004;25427;0,0002;4;Não;4166706;0,0061;0,473770530000001;0,345;3;1;162;0,0247;Não;48273;0,0001;13620921;0,0205;0,4526976300000005;0,6177;666;0,006;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Ribeirão Preto_Transporte, armazenagem e correio;Regional;ribeirao preto;-47,80473672283649;-21,19995679597579
São Paulo;São José do Rio Preto;51;Transporte aéreo de passageiros;Sim;80;143708;0,0006;25427;0,0;2;Não;4166706;0,0061;0,5272415200000005;0,0465;2;0;162;0,0123;Não;48273;0,0;13620921;0,0017;0,4889960400000004;0,0865;666;0,003;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_São José do Rio Preto_Transporte, armazenagem e correio;Regional;sao jose do rio preto;-49,42201552969706;-20,79030810148591
São Paulo;Vale do Paraíba Paulista;51;Transporte aéreo de passageiros;Sim;5;166043;0,0;25427;0,0;2;Não;4166706;0,0061;0,4567549100000003;0,0;2;0;162;0,0123;Não;48273;0,0;13620921;0,0001;0,506790730000001;0,0;666;0,003;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Vale do Paraíba Paulista_Transporte, armazenagem e correio;;;;
São Paulo;Campinas;51;Transporte aéreo de carga;Sim;488;499810;0,001;1028;0,0005;7;Não;4166706;0,0002;0,2806485100000009;3,5968;4;3;39;0,1795;Não;1723;0,0003;13620921;0,2832;0,393645270000001;4,7935;101;0,0693;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Campinas_Transporte, armazenagem e correio;Nacional;campinas;-46,88979385895326;-22,83885904502968
São Paulo;Macro Metropolitana Paulista;51;Transporte aéreo de carga;Sim;167;348535;0,0005;1028;0,0001;4;Não;4166706;0,0002;0,3722807100000003;1,5693;4;0;39;0,1026;Não;1723;0,0;13620921;0,0969;0,4622613900000007;2,1255;101;0,0396;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Macro Metropolitana Paulista_Transporte, armazenagem e correio;Nacional;jundiai;-46,9454328892055;-23,26307507587484
São Paulo;Marília;51;Transporte aéreo de carga;Sim;6;38233;0,0002;1028;0,0;1;Não;4166706;0,0002;0,610737690000001;0,3893;1;0;39;0,0256;Não;1723;0,0;13620921;0,0035;0,6096079300000006;0,6172;101;0,0099;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Marília_Transporte, armazenagem e correio;;;;
São Paulo;Metropolitana de São Paulo;51;Transporte aéreo de carga;Sim;364;2023344;0,0002;1028;0,0001;26;Não;4166706;0,0002;0,2426658500000007;0,7573;26;0;39;0,6667;Não;1723;0,0;13620921;0,2113;0,3575601500000014;1,0158;101;0,2574;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Metropolitana de São Paulo_Transporte, armazenagem e correio;Nacional;sao paulo;-46,71409581066735;-23,58999849142383
São Paulo;Ribeirão Preto;51;Transporte aéreo de carga;Sim;3;246434;0,0;1028;0,0;1;Não;4166706;0,0002;0,473770530000001;0,0;1;0;39;0,0256;Não;1723;0,0;13620921;0,0017;0,4526976300000005;0,0;101;0,0099;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Ribeirão Preto_Transporte, armazenagem e correio;Regional;ribeirao preto;-47,80473672283649;-21,19995679597579
São Paulo;Vale do Paraíba Paulista;51;Transporte espacial;Sim;3;166043;0,0;3;0,0;1;Não;4166706;0,0;0,4567549100000003;0,0;1;0;1;1,0;Não;3;0,0;13620921;1,0;0,506790730000001;0,0;1;1,0;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Vale do Paraíba Paulista_Transporte, armazenagem e correio;;;;
São Paulo;Araraquara;52;Armazenamento, carga e descarga;Sim;282;105055;0,0027;59689;0,0;33;Não;4166706;0,0143;0,5446666200000008;0,086;33;0;1513;0,0218;Não;159345;0,0;13620921;0,0018;0,577976420000001;0,0974;6611;0,005;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Araraquara_Transporte, armazenagem e correio;;;;
São Paulo;Araçatuba;52;Armazenamento, carga e descarga;Sim;72;59586;0,0012;59689;0,0;11;Não;4166706;0,0143;0,6459566999999995;0,0297;11;0;1513;0,0073;Não;159345;0,0;13620921;0,0005;0,5969311700000004;0,0414;6611;0,0017;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Araçatuba_Transporte, armazenagem e correio;;;;
São Paulo;Assis;52;Armazenamento, carga e descarga;Sim;57;44480;0,0013;59689;0,0;15;Não;4166706;0,0143;0,6433587900000002;0,0324;15;0;1513;0,0099;Não;159345;0,0;13620921;0,0004;0,614748660000001;0,0428;6611;0,0023;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Assis_Transporte, armazenagem e correio;;;;
São Paulo;Bauru;52;Armazenamento, carga e descarga;Sim;361;149172;0,0024;59689;0,0;54;Não;4166706;0,0143;0,5090524399999998;0,0824;54;0;1513;0,0357;Não;159345;0,0;13620921;0,0023;0,4452767900000016;0,1138;6611;0,0082;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Bauru_Transporte, armazenagem e correio;Regional;bauru;-49,13739192665265;-22,17517240403532
São Paulo;Campinas;52;Armazenamento, carga e descarga;Sim;4660;499810;0,0093;59689;0,0007;149;Não;4166706;0,0143;0,2806485100000009;0,4678;136;13;1513;0,0985;Não;159345;0,0003;13620921;0,0292;0,393645270000001;0,4821;6611;0,0225;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Campinas_Transporte, armazenagem e correio;Nacional;campinas;-46,88979385895326;-22,83885904502968
São Paulo;Itapetininga;52;Armazenamento, carga e descarga;Sim;258;67826;0,0038;59689;0,0;25;Não;4166706;0,0143;0,5787358200000006;0,1119;25;0;1513;0,0165;Não;159345;0,0;13620921;0,0016;0,5379119400000003;0,1501;6611;0,0038;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Itapetininga_Transporte, armazenagem e correio;;;;
São Paulo;Litoral Sul Paulista;52;Armazenamento, carga e descarga;Sim;31;12942;0,0024;59689;0,0;5;Não;4166706;0,0143;0,6971897400000007;0,0508;5;0;1513;0,0033;Não;159345;0,0;13620921;0,0002;0,6656178599999998;0,0686;6611;0,0008;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Litoral Sul Paulista_Transporte, armazenagem e correio;;;;
São Paulo;Macro Metropolitana Paulista;52;Armazenamento, carga e descarga;Sim;8874;348535;0,0255;59689;0,0038;141;Sim;4166706;0,0143;0,3722807100000003;1,1193;117;24;1513;0,0932;Sim;159345;0,0014;13620921;0,0557;0,4622613900000007;1,1722;6611;0,0213;Sim;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Macro Metropolitana Paulista_Transporte, armazenagem e correio;Nacional;jundiai;-46,9454328892055;-23,26307507587484
São Paulo;Marília;52;Armazenamento, carga e descarga;Sim;185;38233;0,0048;59689;0,0;19;Não;4166706;0,0143;0,610737690000001;0,1307;19;0;1513;0,0126;Não;159345;0,0;13620921;0,0012;0,6096079300000006;0,1602;6611;0,0029;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Marília_Transporte, armazenagem e correio;;;;
São Paulo;Metropolitana de São Paulo;52;Armazenamento, carga e descarga;Sim;39817;2023344;0,0197;59689;0,0131;787;Sim;4166706;0,0143;0,2426658500000007;1,0433;688;99;1513;0,5202;Sim;159345;0,0049;13620921;0,2499;0,3575601500000014;1,0819;6611;0,119;Sim;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Metropolitana de São Paulo_Transporte, armazenagem e correio;Nacional;sao paulo;-46,71409581066735;-23,58999849142383
São Paulo;Piracicaba;52;Armazenamento, carga e descarga;Sim;875;208798;0,0042;59689;0,0001;50;Não;4166706;0,0143;0,4661265900000007;0,1568;49;1;1513;0,033;Não;159345;0,0;13620921;0,0055;0,5179722300000009;0,173;6611;0,0076;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Piracicaba_Transporte, armazenagem e correio;Regional;piracicaba;-47,57154711778959;-22,76837650570342
São Paulo;Presidente Prudente;52;Armazenamento, carga e descarga;Sim;70;52740;0,0013;59689;0,0;15;Não;4166706;0,0143;0,6287071399999999;0,0338;15;0;1513;0,0099;Não;159345;0,0;13620921;0,0004;0,5731245499999991;0,0474;6611;0,0023;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Presidente Prudente_Transporte, armazenagem e correio;;;;
São Paulo;Ribeirão Preto;52;Armazenamento, carga e descarga;Sim;2055;246434;0,0083;59689;0,0003;108;Não;4166706;0,0143;0,473770530000001;0,3054;104;4;1513;0,0714;Não;159345;0,0001;13620921;0,0129;0,4526976300000005;0,3883;6611;0,0163;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Ribeirão Preto_Transporte, armazenagem e correio;Regional;ribeirao preto;-47,80473672283649;-21,19995679597579
São Paulo;São José do Rio Preto;52;Armazenamento, carga e descarga;Sim;634;143708;0,0044;59689;0,0;56;Não;4166706;0,0143;0,5272415200000005;0,1455;54;2;1513;0,037;Não;159345;0,0;13620921;0,004;0,4889960400000004;0,1922;6611;0,0085;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_São José do Rio Preto_Transporte, armazenagem e correio;Regional;sao jose do rio preto;-49,42201552969706;-20,79030810148591
São Paulo;Vale do Paraíba Paulista;52;Armazenamento, carga e descarga;Sim;1458;166043;0,0088;59689;0,0002;45;Não;4166706;0,0143;0,4567549100000003;0,3343;42;3;1513;0,0297;Não;159345;0,0001;13620921;0,0091;0,506790730000001;0,371;6611;0,0068;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Vale do Paraíba Paulista_Transporte, armazenagem e correio;;;;
São Paulo;Araraquara;52;Atividades auxiliares dos transportes terrestres;Sim;620;105055;0,0059;51972;0,0001;74;Não;4166706;0,0125;0,5446666200000008;0,2149;73;1;7064;0,0105;Não;118253;0,0;13620921;0,0052;0,577976420000001;0,2868;16946;0,0044;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Araraquara_Transporte, armazenagem e correio;;;;
São Paulo;Araçatuba;52;Atividades auxiliares dos transportes terrestres;Sim;287;59586;0,0048;51972;0,0;58;Não;4166706;0,0125;0,6459566999999995;0,136;57;1;7064;0,0082;Não;118253;0,0;13620921;0,0024;0,5969311700000004;0,2229;16946;0,0034;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Araçatuba_Transporte, armazenagem e correio;;;;
São Paulo;Assis;52;Atividades auxiliares dos transportes terrestres;Sim;141;44480;0,0032;51972;0,0;29;Não;4166706;0,0125;0,6433587900000002;0,0913;29;0;7064;0,0041;Não;118253;0,0;13620921;0,0012;0,614748660000001;0,142;16946;0,0017;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Assis_Transporte, armazenagem e correio;;;;
São Paulo;Bauru;52;Atividades auxiliares dos transportes terrestres;Sim;1987;149172;0,0133;51972;0,0005;83;Não;4166706;0,0125;0,5090524399999998;0,5224;80;3;7064;0,0117;Não;118253;0,0002;13620921;0,0168;0,4452767900000016;0,8498;16946;0,0049;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Bauru_Transporte, armazenagem e correio;Regional;bauru;-49,13739192665265;-22,17517240403532
São Paulo;Campinas;52;Atividades auxiliares dos transportes terrestres;Sim;2386;499810;0,0048;51972;0,0002;531;Não;4166706;0,0125;0,2806485100000009;0,2762;530;1;7064;0,0752;Não;118253;0,0001;13620921;0,0202;0,393645270000001;0,3353;16946;0,0313;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Campinas_Transporte, armazenagem e correio;Nacional;campinas;-46,88979385895326;-22,83885904502968
São Paulo;Itapetininga;52;Atividades auxiliares dos transportes terrestres;Sim;813;67826;0,012;51972;0,0002;48;Não;4166706;0,0125;0,5787358200000006;0,4044;47;1;7064;0,0068;Não;118253;0,0001;13620921;0,0069;0,5379119400000003;0,6387;16946;0,0028;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Itapetininga_Transporte, armazenagem e correio;;;;
São Paulo;Litoral Sul Paulista;52;Atividades auxiliares dos transportes terrestres;Sim;689;12942;0,0532;51972;0,0007;28;Não;4166706;0,0125;0,6971897400000007;1,2888;27;1;7064;0,004;Não;118253;0,0003;13620921;0,0058;0,6656178599999998;2,049;16946;0,0017;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Litoral Sul Paulista_Transporte, armazenagem e correio;;;;
São Paulo;Macro Metropolitana Paulista;52;Atividades auxiliares dos transportes terrestres;Sim;4391;348535;0,0126;51972;0,0011;357;Não;4166706;0,0125;0,3722807100000003;0,6327;351;6;7064;0,0505;Não;118253;0,0005;13620921;0,0371;0,4622613900000007;0,7804;16946;0,0211;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Macro Metropolitana Paulista_Transporte, armazenagem e correio;Nacional;jundiai;-46,9454328892055;-23,26307507587484
São Paulo;Marília;52;Atividades auxiliares dos transportes terrestres;Sim;68;38233;0,0018;51972;0,0;24;Não;4166706;0,0125;0,610737690000001;0,0561;24;0;7064;0,0034;Não;118253;0,0;13620921;0,0006;0,6096079300000006;0,0809;16946;0,0014;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Marília_Transporte, armazenagem e correio;;;;
São Paulo;Metropolitana de São Paulo;52;Atividades auxiliares dos transportes terrestres;Sim;32609;2023344;0,0161;51972;0,0101;4982;Sim;4166706;0,0125;0,2426658500000007;0,9754;4949;33;7064;0,7053;Sim;118253;0,0044;13620921;0,2758;0,3575601500000014;1,1914;16946;0,294;Sim;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Metropolitana de São Paulo_Transporte, armazenagem e correio;Nacional;sao paulo;-46,71409581066735;-23,58999849142383
São Paulo;Piracicaba;52;Atividades auxiliares dos transportes terrestres;Sim;2854;208798;0,0137;51972;0,0008;112;Não;4166706;0,0125;0,4661265900000007;0,5851;109;3;7064;0,0159;Não;118253;0,0003;13620921;0,0241;0,5179722300000009;0,7606;16946;0,0066;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Piracicaba_Transporte, armazenagem e correio;Regional;piracicaba;-47,57154711778959;-22,76837650570342
São Paulo;Presidente Prudente;52;Atividades auxiliares dos transportes terrestres;Sim;164;52740;0,0031;51972;0,0;64;Não;4166706;0,0125;0,6287071399999999;0,0921;64;0;7064;0,0091;Não;118253;0,0;13620921;0,0014;0,5731245499999991;0,1524;16946;0,0038;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Presidente Prudente_Transporte, armazenagem e correio;;;;
São Paulo;Ribeirão Preto;52;Atividades auxiliares dos transportes terrestres;Sim;2661;246434;0,0108;51972;0,0006;225;Não;4166706;0,0125;0,473770530000001;0,4547;220;5;7064;0,0319;Não;118253;0,0002;13620921;0,0225;0,4526976300000005;0,6808;16946;0,0133;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Ribeirão Preto_Transporte, armazenagem e correio;Regional;ribeirao preto;-47,80473672283649;-21,19995679597579
São Paulo;São José do Rio Preto;52;Atividades auxiliares dos transportes terrestres;Sim;987;143708;0,0069;51972;0,0001;156;Não;4166706;0,0125;0,5272415200000005;0,261;154;2;7064;0,0221;Não;118253;0,0001;13620921;0,0083;0,4889960400000004;0,4061;16946;0,0092;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_São José do Rio Preto_Transporte, armazenagem e correio;Regional;sao jose do rio preto;-49,42201552969706;-20,79030810148591
São Paulo;Vale do Paraíba Paulista;52;Atividades auxiliares dos transportes terrestres;Sim;1315;166043;0,0079;51972;0,0002;293;Não;4166706;0,0125;0,4567549100000003;0,3433;292;1;7064;0,0415;Não;118253;0,0001;13620921;0,0111;0,506790730000001;0,4488;16946;0,0173;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Vale do Paraíba Paulista_Transporte, armazenagem e correio;;;;
São Paulo;Bauru;52;Atividades auxiliares dos transportes aquaviários;Sim;18;149172;0,0001;18486;0,0;1;Não;4166706;0,0044;0,5090524399999998;0,0111;1;0;376;0,0027;Não;55107;0,0;13620921;0,0003;0,4452767900000016;0,0137;1400;0,0007;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Bauru_Transporte, armazenagem e correio;Regional;bauru;-49,13739192665265;-22,17517240403532
São Paulo;Campinas;52;Atividades auxiliares dos transportes aquaviários;Sim;196;499810;0,0004;18486;0,0;15;Não;4166706;0,0044;0,2806485100000009;0,0654;14;1;376;0,0399;Não;55107;0,0;13620921;0,0036;0,393645270000001;0,06;1400;0,0107;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Campinas_Transporte, armazenagem e correio;Nacional;campinas;-46,88979385895326;-22,83885904502968
São Paulo;Macro Metropolitana Paulista;52;Atividades auxiliares dos transportes aquaviários;Sim;12;348535;0,0;18486;0,0;4;Não;4166706;0,0044;0,3722807100000003;0,0;4;0;376;0,0106;Não;55107;0,0;13620921;0,0002;0,4622613900000007;0,0;1400;0,0029;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Macro Metropolitana Paulista_Transporte, armazenagem e correio;Nacional;jundiai;-46,9454328892055;-23,26307507587484
São Paulo;Marília;52;Atividades auxiliares dos transportes aquaviários;Sim;2;38233;0,0001;18486;0,0;1;Não;4166706;0,0044;0,610737690000001;0,0088;1;0;376;0,0027;Não;55107;0,0;13620921;0,0;0,6096079300000006;0,0096;1400;0,0007;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Marília_Transporte, armazenagem e correio;;;;
São Paulo;Metropolitana de São Paulo;52;Atividades auxiliares dos transportes aquaviários;Sim;17994;2023344;0,0089;18486;0,0087;336;Sim;4166706;0,0044;0,2426658500000007;1,5319;304;32;376;0,8936;Sim;55107;0,0029;13620921;0,3265;0,3575601500000014;1,4132;1400;0,24;Sim;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Metropolitana de São Paulo_Transporte, armazenagem e correio;Nacional;sao paulo;-46,71409581066735;-23,58999849142383
São Paulo;Piracicaba;52;Atividades auxiliares dos transportes aquaviários;Sim;8;208798;0,0;18486;0,0;3;Não;4166706;0,0044;0,4661265900000007;0,0;3;0;376;0,008;Não;55107;0,0;13620921;0,0001;0,5179722300000009;0,0;1400;0,0021;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Piracicaba_Transporte, armazenagem e correio;Regional;piracicaba;-47,57154711778959;-22,76837650570342
São Paulo;São José do Rio Preto;52;Atividades auxiliares dos transportes aquaviários;Sim;9;143708;0,0001;18486;0,0;1;Não;4166706;0,0044;0,5272415200000005;0,0107;1;0;376;0,0027;Não;55107;0,0;13620921;0,0002;0,4889960400000004;0,0126;1400;0,0007;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_São José do Rio Preto_Transporte, armazenagem e correio;Regional;sao jose do rio preto;-49,42201552969706;-20,79030810148591
São Paulo;Vale do Paraíba Paulista;52;Atividades auxiliares dos transportes aquaviários;Sim;247;166043;0,0015;18486;0,0;15;Não;4166706;0,0044;0,4567549100000003;0,1852;15;0;376;0,0399;Não;55107;0,0;13620921;0,0045;0,506790730000001;0,1829;1400;0,0107;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Vale do Paraíba Paulista_Transporte, armazenagem e correio;;;;
São Paulo;Araçatuba;52;Atividades auxiliares dos transportes aéreos;Sim;15;59586;0,0003;15651;0,0;2;Não;4166706;0,0038;0,6459566999999995;0,0279;2;0;193;0,0104;Não;42758;0,0;13620921;0,0004;0,5969311700000004;0,0385;791;0,0025;Não;;;;;;Não;Sul e Sudeste;CNAE Grupo;Transporte, armazenagem e correio;São Paulo_Araçatuba_Transporte, armazenagem e correio;;;;
