UF;Mesorregiao;cd_div;CNAE;Intensivo em mao de obra;Quantidade de empregos do setor na mesorregião (1);Quantidade de empregos totais na mesorregião (2);Participacao de empregos do setor na mesorregião (PSM = 1/2);Quantidade de empregos do setor na UF (3);Múltiplo de emprego regional (MER = PSM*1/3);Quantidade total de empresas na mesorregião (4);Polo Regional;Quantidade de empregos totais na UF (5);Participacao de empregos do setor na UF (PSE = 3/5);Gini locacional estadual (GLE);Quoeficiente locacional estadual (QLE = (1-GLE)*PSM/PSE);Quantidade de micro, pequenas e medias empresas na mesorregião;Quantidade de grandes empresas na mesorregião;Quantidade de empresas totais na UF (6);Participacao de empresas na UF (PEE = 4/6);Polo Estadual;Quantidade de empregos do setor no Brasil (7);Múltiplo de emprego nacional (MEN = PSM*1/7);Quantidade de empregos totais no Brasil (8);Participaçcao de empregos do setor no Brasil (PSP = 7/8);Gini locacional nacional (GLN);Quoeficiente locacional nacional (QLE = (1-GLN)*PSM/PSP);Quantidade de empresas totais no Brasil (9);Participacao de empresas no pais (PEP = 4/9);Polo Nacional;Valor exportado (10);Valor bruto da producao industrial (VBPI);Índice de insercao internacional (10/VBPI);Participação do setor nas exportações da UF;Participação da UF nas exportações nacionais do setor;Polo Internacional;source;Categoria_CNAE;arranjo_setorial;sk;polo;municipio;longitude;latitude
Acre;Vale do Acre;7;Extração De Minerais Metálicos;Não;1;14889;0,0001;1;0,0001;1;Não;16372;0,0001;0,0357895600000002;0,9642;1;0;1;1,0;Não;102146;0,0;13620921;0,0;0,5145460300000002;0,0065;655;0,0015;Não;;;;;;Não;Outros;CNAE Divisão;Minerais Metálicos;Acre_Vale do Acre_Minerais Metálicos;;;;
Acre;Vale do Acre;8;Extração De Minerais Não-Metálicos;Não;15;14889;0,001;25;0,0006;6;Não;16372;0,0015;0,0357895600000002;0,6428;6;0;8;0,75;Não;87971;0,0;13620921;0,0002;0,5145460300000002;0,0751;6646;0,0009;Não;82777,0;477161,4;0,0;0,0002198335862995;9,7843373764e-06;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Acre_Vale do Acre_Minerais Não-metálicos;Estadual;rio branco;-67,79136049900949;-9,941676858109753
Acre;Vale do Juruá;8;Extração De Minerais Não-Metálicos;Não;10;1483;0,0067;25;0,0027;2;Não;16372;0,0015;0,3606720700000001;2,8557;2;0;8;0,25;Não;87971;0,0;13620921;0,0001;0,59551277;0,4196;6646;0,0003;Não;;318107,6;;0,0002198335862995;9,7843373764e-06;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Acre_Vale do Juruá_Minerais Não-metálicos;Estadual;cruzeiro do sul;-72,44941563151895;-8,184929311311613
Acre;Vale do Acre;10;Fabricação De Produtos Alimentícios;Sim;2606;14889;0,175;2857;0,1597;142;Sim;16372;0,1745;0,0357895600000002;0,967;142;0;168;0,8452;Sim;1670372;0,0003;13620921;0,0016;0,5145460300000002;0,6927;51362;0,0028;Não;20507479,0;248012667,9118;0,0;0,5158643285629936;0,0004678147491216;Não;Outros;CNAE Divisão;Alimentos e Bebidas;Acre_Vale do Acre_Alimentos e Bebidas;Estadual;rio branco;-68,0567814302029;-10,25768025194767
Acre;Vale do Juruá;10;Fabricação De Produtos Alimentícios;Sim;251;1483;0,1693;2857;0,0149;26;Sim;16372;0,1745;0,3606720700000001;0,6203;26;0;168;0,1548;Não;1670372;0,0;13620921;0,0002;0,59551277;0,5584;51362;0,0005;Não;;23887636,0882;;0,5158643285629936;0,0004678147491216;Não;Outros;CNAE Divisão;Alimentos e Bebidas;Acre_Vale do Juruá_Alimentos e Bebidas;Regional;cruzeiro do sul;-72,31296369519903;-7,927295753767499
Acre;Vale do Acre;11;Fabricação De Bebidas;Sim;170;14889;0,0114;249;0,0078;13;Sim;16372;0,0152;0,0357895600000002;0,7232;13;0;16;0,8125;Não;122957;0,0;13620921;0,0014;0,5145460300000002;0,6131;3498;0,0037;Não;151876,0;1943499,3976;0,0;0,0005735288319147;0,0001022583631807;Não;Outros;CNAE Divisão;Alimentos e Bebidas;Acre_Vale do Acre_Alimentos e Bebidas;Estadual;rio branco;-68,0567814302029;-10,25768025194767
Acre;Vale do Juruá;11;Fabricação De Bebidas;Sim;79;1483;0,0533;249;0,0169;3;Sim;16372;0,0152;0,3606720700000001;2,2419;3;0;16;0,1875;Não;122957;0,0;13620921;0,0006;0,59551277;2,3883;3498;0,0009;Não;8212,0;903155,6024;0,0;0,0005735288319147;0,0001022583631807;Não;Outros;CNAE Divisão;Alimentos e Bebidas;Acre_Vale do Juruá_Alimentos e Bebidas;Regional;cruzeiro do sul;-72,31296369519903;-7,927295753767499
Acre;Vale do Acre;13;Fabricação De Produtos Têxteis;Sim;12;14889;0,0008;12;0,0008;5;Não;16372;0,0007;0,0357895600000002;1,102;5;0;5;1,0;Não;266620;0,0;13620921;0,0;0,5145460300000002;0,0199;9859;0,0005;Não;34184,0;;;0,000677568589127;3,92044193509e-05;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Acre_Vale do Acre_Têxtil, Vestuário e Calçados;Regional;rio branco;-68,42594899312127;-10,07858524864572
Acre;Vale do Acre;14;Confecção De Artigos Do Vestuário E Acessórios;Sim;115;14889;0,0077;126;0,007;17;Sim;16372;0,0077;0,0357895600000002;0,9642;17;0;23;0,7391;Não;523039;0,0;13620921;0,0002;0,5145460300000002;0,0973;41691;0,0004;Não;157,0;1642532,2222;;;;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Acre_Vale do Acre_Têxtil, Vestuário e Calçados;Regional;rio branco;-68,42594899312127;-10,07858524864572
Acre;Vale do Juruá;14;Confecção De Artigos Do Vestuário E Acessórios;Sim;11;1483;0,0074;126;0,0006;6;Não;16372;0,0077;0,3606720700000001;0,6144;6;0;23;0,2609;Não;523039;0,0;13620921;0,0;0,59551277;0,0779;41691;0,0001;Não;;157111,7778;;;;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Acre_Vale do Juruá_Têxtil, Vestuário e Calçados;;;;
Acre;Vale do Acre;15;Preparação De Couros E Fabricação De Artefatos De Couro, Artigos Para Viagem E Calçados;Sim;139;14889;0,0093;139;0,0093;3;Sim;16372;0,0085;0,0357895600000002;1,0549;3;0;3;1,0;Não;321772;0,0;13620921;0,0004;0,5145460300000002;0,1911;8709;0,0003;Não;7283,0;;;0,0001279721455947;2,0692927585e-06;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Acre_Vale do Acre_Têxtil, Vestuário e Calçados;Regional;rio branco;-68,42594899312127;-10,07858524864572
Acre;Vale do Acre;16;Fabricação De Produtos De Madeira;Sim;1086;14889;0,0729;1126;0,0703;27;Sim;16372;0,0688;0,0357895600000002;1,0217;27;0;33;0,8182;Sim;174839;0,0005;13620921;0,0062;0,5145460300000002;2,757;12268;0,0022;Não;14950023,0;21638669,595;0,001;0,404810310242613;0,0039905687286637;Não;Outros;CNAE Divisão;Madeira e Móveis;Acre_Vale do Acre_Madeira e Móveis;Estadual;rio branco;-68,52037114763566;-10,23325091469132
Acre;Vale do Juruá;16;Fabricação De Produtos De Madeira;Sim;40;1483;0,027;1126;0,001;6;Não;16372;0,0688;0,3606720700000001;0,2509;6;0;33;0,1818;Não;174839;0,0;13620921;0,0002;0,59551277;0,8508;12268;0,0005;Não;36663,0;797004,405;0,0;0,404810310242613;0,0039905687286637;Não;Outros;CNAE Divisão;Madeira e Móveis;Acre_Vale do Juruá_Madeira e Móveis;;;;
Acre;Vale do Acre;18;Impressão E Reprodução De Gravações;Sim;120;14889;0,0081;132;0,0073;20;Sim;16372;0,0081;0,0357895600000002;0,9642;20;0;23;0,8696;Sim;89749;0,0;13620921;0,0013;0,5145460300000002;0,5968;11703;0,0017;Não;;906495,4545;;;;Não;Outros;CNAE Divisão;Produtos diversos;Acre_Vale do Acre_Produtos diversos;Estadual;rio branco;-67,95927792242387;-10,1382707647733
Acre;Vale do Juruá;18;Impressão E Reprodução De Gravações;Sim;12;1483;0,0081;132;0,0007;3;Não;16372;0,0081;0,3606720700000001;0,6393;3;0;23;0,1304;Não;89749;0,0;13620921;0,0001;0,59551277;0,4972;11703;0,0003;Não;;90649,5455;;;;Não;Outros;CNAE Divisão;Produtos diversos;Acre_Vale do Juruá_Produtos diversos;;;;
Acre;Vale do Acre;19;Fabricação De Coque, De Produtos Derivados Do Petróleo E De Biocombustíveis;Sim;13;14889;0,0009;13;0,0009;4;Não;16372;0,0008;0,0357895600000002;1,0847;4;0;4;1,0;Não;154287;0,0;13620921;0,0001;0,5145460300000002;0,0386;598;0,0067;Não;1291,0;;;;;Não;Outros;CNAE Divisão;Energia;Acre_Vale do Acre_Energia;Estadual;rio branco;-68,88606731321562;-10,21546406572233
Acre;Vale do Acre;20;Fabricação De Produtos Químicos;Não;40;14889;0,0027;45;0,0024;5;Sim;16372;0,0027;0,0357895600000002;0,9642;5;0;6;0,8333;Não;290007;0,0;13620921;0,0001;0,5145460300000002;0,0616;9139;0,0005;Não;531766,0;10362515,5556;0,0;0,0022676624270486;9,1691531432e-06;Não;Outros;CNAE Divisão;Produtos químicos;Acre_Vale do Acre_Produtos químicos;Regional;rio branco;-68,18183348888077;-10,03285170198208
Acre;Vale do Juruá;20;Fabricação De Produtos Químicos;Não;5;1483;0,0034;45;0,0004;1;Não;16372;0,0027;0,3606720700000001;0,8051;1;0;6;0,1667;Não;290007;0,0;13620921;0,0;0,59551277;0,0646;9139;0,0001;Não;;1295314,4444;;0,0022676624270486;9,1691531432e-06;Não;Outros;CNAE Divisão;Produtos químicos;Acre_Vale do Juruá_Produtos químicos;;;;
Acre;Vale do Juruá;21;Fabricação De Produtos Farmoquímicos E Farmacêuticos;Sim;3;1483;0,002;3;0,002;1;Não;16372;0,0002;0,3606720700000001;6,3933;1;0;1;1,0;Não;109033;0,0;13620921;0,0;0,59551277;0,101;690;0,0014;Não;;;;;;Não;Outros;CNAE Divisão;Farmoquímicos e farmacêuticos;Acre_Vale do Juruá_Farmoquímicos e farmacêuticos;;;;
Acre;Vale do Acre;22;Fabricação De Produtos De Borracha E De Material Plástico;Não;170;14889;0,0114;170;0,0114;12;Sim;16372;0,0104;0,0357895600000002;1,057;12;0;12;1,0;Não;428773;0,0;13620921;0,0004;0,5145460300000002;0,1758;13976;0,0009;Não;1155632,0;;;0,0117014156294717;0,000177673954459;Não;Outros;CNAE Divisão;Borracha e Plástico;Acre_Vale do Acre_Borracha e Plástico;Regional;rio branco;-68,02043683379809;-9,968135538653364
Acre;Vale do Acre;23;Fabricação De Produtos De Minerais Não-Metálicos;Sim;598;14889;0,0402;792;0,0303;46;Sim;16372;0,0484;0,0357895600000002;0,8009;46;0;68;0,6765;Sim;400573;0,0001;13620921;0,0015;0,5145460300000002;0,6636;26389;0,0017;Não;753460,0;10023062,899;0,0;0,0021157079819381;1,59633912573e-05;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Acre_Vale do Acre_Minerais Não-metálicos;Estadual;rio branco;-67,79136049900949;-9,941676858109753
Acre;Vale do Juruá;23;Fabricação De Produtos De Minerais Não-Metálicos;Sim;194;1483;0,1308;792;0,032;22;Sim;16372;0,0484;0,3606720700000001;1,7278;22;0;68;0,3235;Sim;400573;0,0001;13620921;0,0005;0,59551277;1,799;26389;0,0008;Não;;3251629,101;;0,0021157079819381;1,59633912573e-05;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Acre_Vale do Juruá_Minerais Não-metálicos;Estadual;cruzeiro do sul;-72,44941563151895;-8,184929311311613
Acre;Vale do Juruá;24;Metalurgia;Sim;3;1483;0,002;3;0,002;1;Não;16372;0,0002;0,3606720700000001;6,3933;1;0;1;1,0;Não;220038;0,0;13620921;0,0;0,59551277;0,0501;3010;0,0003;Não;;;;0,0301128091433203;5,17483688702e-05;Não;Outros;CNAE Divisão;Metalurgia e Produtos de Metal;Acre_Vale do Juruá_Metalurgia e Produtos de Metal;Regional;cruzeiro do sul;-72,02499725405178;-7,634885173142644
Acre;Vale do Acre;25;Fabricação De Produtos De Metal, Exceto Máquinas E Equipamentos;Sim;91;14889;0,0061;119;0,0047;17;Sim;16372;0,0073;0,0357895600000002;0,8057;17;0;22;0,7727;Não;448916;0,0;13620921;0,0002;0,5145460300000002;0,0899;38401;0,0004;Não;366508,0;1009041,6471;0,0;0,0021093692680182;4,04329078276e-05;Não;Outros;CNAE Divisão;Metalurgia e Produtos de Metal;Acre_Vale do Acre_Metalurgia e Produtos de Metal;Regional;rio branco;-68,56306127829225;-9,630649070278526
Acre;Vale do Juruá;25;Fabricação De Produtos De Metal, Exceto Máquinas E Equipamentos;Sim;28;1483;0,0189;119;0,0044;5;Sim;16372;0,0073;0,3606720700000001;1,6552;5;0;22;0,2273;Não;448916;0,0;13620921;0,0001;0,59551277;0,232;38401;0,0001;Não;;310474,3529;;0,0021093692680182;4,04329078276e-05;Não;Outros;CNAE Divisão;Metalurgia e Produtos de Metal;Acre_Vale do Juruá_Metalurgia e Produtos de Metal;Regional;cruzeiro do sul;-72,02499725405178;-7,634885173142644
Acre;Vale do Acre;26;Fabricação De Equipamentos De Informática, Produtos Eletrônicos E Ópticos;Não;3;14889;0,0002;3;0,0002;1;Não;16372;0,0002;0,0357895600000002;0,9642;1;0;1;1,0;Não;122555;0,0;13620921;0,0;0,5145460300000002;0,0108;3033;0,0003;Não;7769,0;;;1,79180968285e-05;6,076160132996076e-07;Não;Outros;CNAE Divisão;TIC;Acre_Vale do Acre_TIC;Estadual;rio branco;-68,29659599236652;-9,870526387500366
Acre;Vale do Acre;27;Fabricação De Máquinas, Aparelhos E Materiais Elétricos;Não;18;14889;0,0012;18;0,0012;3;Sim;16372;0,0011;0,0357895600000002;1,0519;3;0;3;1,0;Não;201757;0,0;13620921;0,0001;0,5145460300000002;0,0393;4489;0,0007;Não;469080,0;;;0,0034360571003328;4,12830753183e-05;Não;Outros;CNAE Divisão;Equipamentos elétricos;Acre_Vale do Acre_Equipamentos elétricos;;;;
Acre;Vale do Acre;28;Fabricação De Máquinas E Equipamentos;Não;6;14889;0,0004;6;0,0004;1;Não;16372;0,0004;0,0357895600000002;0,9642;1;0;1;1,0;Não;383843;0,0;13620921;0,0;0,5145460300000002;0,0069;13592;0,0001;Não;882925,0;;;0,0193614269792634;7,27443378467e-05;Não;Outros;CNAE Divisão;Máquinas e Equipamentos;Acre_Vale do Acre_Máquinas e Equipamentos;Estadual;rio branco;-68,00314554605518;-10,24911610625687
Acre;Vale do Acre;29;Fabricação De Veículos Automotores, Reboques E Carrocerias;Sim;59;14889;0,004;60;0,0039;17;Sim;16372;0,0037;0,0357895600000002;1,0424;17;0;18;0,9444;Não;425003;0,0;13620921;0,0001;0,5145460300000002;0,0622;6404;0,0027;Não;21415,0;691235,15;0,0;0,000460604892988;2,9449261914e-06;Não;Outros;CNAE Divisão;Veículos, embarcações e aeronaves;Acre_Vale do Acre_Veículos, embarcações e aeronaves;Regional;rio branco;-67,95729541792043;-10,20026495422865
Acre;Vale do Juruá;29;Fabricação De Veículos Automotores, Reboques E Carrocerias;Sim;1;1483;0,0007;60;0,0;1;Não;16372;0,0037;0,3606720700000001;0,121;1;0;18;0,0556;Não;425003;0,0;13620921;0,0;0,59551277;0,0091;6404;0,0002;Não;;11715,85;;0,000460604892988;2,9449261914e-06;Não;Outros;CNAE Divisão;Veículos, embarcações e aeronaves;Acre_Vale do Juruá_Veículos, embarcações e aeronaves;;;;
Acre;Vale do Acre;30;Fabricação De Outros Equipamentos De Transporte, Exceto Veículos Automotores;Sim;46;14889;0,0031;46;0,0031;1;Não;16372;0,0028;0,0357895600000002;1,0675;1;0;1;1,0;Não;62262;0,0;13620921;0,0007;0,5145460300000002;0,3292;1231;0,0008;Não;209168,0;;;0,0041207380259448;3,08042300103e-05;Não;Outros;CNAE Divisão;Veículos, embarcações e aeronaves;Acre_Vale do Acre_Veículos, embarcações e aeronaves;Regional;rio branco;-67,95729541792043;-10,20026495422865
Acre;Vale do Acre;31;Fabricação De Móveis;Sim;136;14889;0,0091;152;0,0082;27;Sim;16372;0,0093;0,0357895600000002;0,9435;27;0;34;0,7941;Sim;250778;0,0;13620921;0,0005;0,5145460300000002;0,24;20986;0,0013;Não;64241,0;1216612,1579;0,0;0,0012127906262898;5,44807490124e-05;Não;Outros;CNAE Divisão;Madeira e Móveis;Acre_Vale do Acre_Madeira e Móveis;Estadual;rio branco;-68,52037114763566;-10,23325091469132
Acre;Vale do Juruá;31;Fabricação De Móveis;Sim;16;1483;0,0108;152;0,0011;7;Não;16372;0,0093;0,3606720700000001;0,7425;7;0;34;0,2059;Não;250778;0,0;13620921;0,0001;0,59551277;0,2373;20986;0,0003;Não;;143130,8421;;0,0012127906262898;5,44807490124e-05;Não;Outros;CNAE Divisão;Madeira e Móveis;Acre_Vale do Juruá_Madeira e Móveis;;;;
Acre;Vale do Acre;32;Fabricação De Produtos Diversos;Sim;32;14889;0,0021;38;0,0018;8;Sim;16372;0,0023;0,0357895600000002;0,8803;8;0;12;0,6667;Não;161133;0,0;13620921;0,0002;0,5145460300000002;0,0862;14482;0,0006;Não;60981,0;218237,4737;0,0;0,0008099578700124;5,12830454353e-05;Não;Outros;CNAE Divisão;Produtos diversos;Acre_Vale do Acre_Produtos diversos;Estadual;rio branco;-67,95927792242387;-10,1382707647733
Acre;Vale do Juruá;32;Fabricação De Produtos Diversos;Sim;6;1483;0,004;38;0,0006;4;Não;16372;0,0023;0,3606720700000001;1,1119;4;0;12;0,3333;Não;161133;0,0;13620921;0,0;0,59551277;0,1368;14482;0,0003;Não;;40919,5263;;0,0008099578700124;5,12830454353e-05;Não;Outros;CNAE Divisão;Produtos diversos;Acre_Vale do Juruá_Produtos diversos;;;;
Acre;Vale do Acre;33;Manutenção, Reparação E Instalação De Máquinas E Equipamentos;Sim;51;14889;0,0034;53;0,0033;21;Sim;16372;0,0032;0,0357895600000002;1,0245;21;0;23;0,913;Sim;232765;0,0;13620921;0,0002;0,5145460300000002;0,0966;26384;0,0008;Não;;;;;;Não;Outros;CNAE Divisão;Máquinas e Equipamentos;Acre_Vale do Acre_Máquinas e Equipamentos;Estadual;rio branco;-68,00314554605518;-10,24911610625687
Acre;Vale do Juruá;33;Manutenção, Reparação E Instalação De Máquinas E Equipamentos;Sim;2;1483;0,0013;53;0,0001;2;Não;16372;0,0032;0,3606720700000001;0,2597;2;0;23;0,087;Não;232765;0,0;13620921;0,0;0,59551277;0,0308;26384;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;Máquinas e Equipamentos;Acre_Vale do Juruá_Máquinas e Equipamentos;;;;
Acre;Vale do Acre;35;Eletricidade, Gás E Outras Utilidades;Sim;732;14889;0,0492;816;0,0441;5;Sim;16372;0,0498;0,0357895600000002;0,9526;4;1;10;0,5;Sim;131729;0,0003;13620921;0,0056;0,5145460300000002;2,4696;3562;0,0014;Não;;;;;;Não;Outros;CNAE Divisão;Energia;Acre_Vale do Acre_Energia;Estadual;rio branco;-68,88606731321562;-10,21546406572233
Acre;Vale do Juruá;35;Eletricidade, Gás E Outras Utilidades;Sim;84;1483;0,0566;816;0,0058;5;Sim;16372;0,0498;0,3606720700000001;0,7266;5;0;10;0,5;Não;131729;0,0;13620921;0,0006;0,59551277;2,3673;3562;0,0014;Não;;;;;;Não;Outros;CNAE Divisão;Energia;Acre_Vale do Juruá_Energia;Regional;cruzeiro do sul;-72,0299426058599;-7,732539417813144
Acre;Vale do Acre;36;Captação, Tratamento E Distribuição De Água;Sim;368;14889;0,0247;368;0,0247;11;Sim;16372;0,0225;0,0357895600000002;1,0585;11;0;11;1,0;Não;130048;0,0001;13620921;0,0028;0,5145460300000002;1,2559;2787;0,0039;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Acre_Vale do Acre_Saneamento e reciclagem;Regional;rio branco;-68,75484978563736;-10,23314477782477
Acre;Vale do Acre;38;"Coleta, Tratamento E Disposição De Resíduos; Recuperação De Materiais";Sim;207;14889;0,0139;209;0,0138;5;Sim;16372;0,0128;0,0357895600000002;1,047;5;0;6;0,8333;Não;237185;0,0;13620921;0,0009;0,5145460300000002;0,3875;8073;0,0006;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Acre_Vale do Acre_Saneamento e reciclagem;Regional;rio branco;-68,75484978563736;-10,23314477782477
Acre;Vale do Juruá;38;"Coleta, Tratamento E Disposição De Resíduos; Recuperação De Materiais";Sim;2;1483;0,0013;209;0,0;1;Não;16372;0,0128;0,3606720700000001;0,065;1;0;6;0,1667;Não;237185;0,0;13620921;0,0;0,59551277;0,0302;8073;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Acre_Vale do Juruá_Saneamento e reciclagem;;;;
Acre;Vale do Acre;41;Construção De Edifícios;Sim;1509;14889;0,1013;1697;0,0901;343;Sim;16372;0,1037;0,0357895600000002;0,9419;343;0;400;0,8575;Sim;910451;0,0002;13620921;0,0017;0,5145460300000002;0,7357;107059;0,0032;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Acre_Vale do Acre_Construção;Estadual;rio branco;-68,44338623995353;-9,843585694824474
Acre;Vale do Juruá;41;Construção De Edifícios;Sim;188;1483;0,1268;1697;0,014;57;Sim;16372;0,1037;0,3606720700000001;0,7818;57;0;400;0,1425;Sim;910451;0,0;13620921;0,0002;0,59551277;0,7673;107059;0,0005;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Acre_Vale do Juruá_Construção;Estadual;cruzeiro do sul;-72,78718188478979;-7,526059054085168
Acre;Vale do Acre;42;Obras De Infra-Estrutura;Sim;1185;14889;0,0796;1297;0,0727;45;Sim;16372;0,0792;0,0357895600000002;0,9691;45;0;57;0,7895;Sim;670133;0,0001;13620921;0,0018;0,5145460300000002;0,7854;25511;0,0018;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Acre_Vale do Acre_Construção;Estadual;rio branco;-68,44338623995353;-9,843585694824474
Acre;Vale do Juruá;42;Obras De Infra-Estrutura;Sim;112;1483;0,0755;1297;0,0065;12;Sim;16372;0,0792;0,3606720700000001;0,6095;12;0;57;0,2105;Não;670133;0,0;13620921;0,0002;0,59551277;0,6207;25511;0,0005;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Acre_Vale do Juruá_Construção;Estadual;cruzeiro do sul;-72,78718188478979;-7,526059054085168
Acre;Vale do Acre;43;Serviços Especializados Para Construção;Sim;2525;14889;0,1696;2648;0,1617;132;Sim;16372;0,1617;0,0357895600000002;1,0114;131;1;146;0,9041;Sim;732949;0,0006;13620921;0,0034;0,5145460300000002;1,5301;87161;0,0015;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Acre_Vale do Acre_Construção;Estadual;rio branco;-68,44338623995353;-9,843585694824474
Acre;Vale do Juruá;43;Serviços Especializados Para Construção;Sim;123;1483;0,0829;2648;0,0039;14;Sim;16372;0,1617;0,3606720700000001;0,3278;14;0;146;0,0959;Não;732949;0,0;13620921;0,0002;0,59551277;0,6232;87161;0,0002;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Acre_Vale do Juruá_Construção;Estadual;cruzeiro do sul;-72,78718188478979;-7,526059054085168
Acre;Vale do Acre;49;Transporte Terrestre;Sim;1466;14889;0,0985;1571;0,0919;106;Sim;16372;0,096;0,0357895600000002;0,9893;104;2;127;0,8346;Sim;1694653;0,0001;13620921;0,0009;0,5145460300000002;0,3843;121623;0,0009;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Acre_Vale do Acre_Transporte, armazenagem e correio;Estadual;rio branco;-67,7308466865879;-9,760865581749904
Acre;Vale do Juruá;49;Transporte Terrestre;Sim;105;1483;0,0708;1571;0,0047;21;Sim;16372;0,096;0,3606720700000001;0,4715;21;0;127;0,1654;Não;1694653;0,0;13620921;0,0001;0,59551277;0,2302;121623;0,0002;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Acre_Vale do Juruá_Transporte, armazenagem e correio;Regional;cruzeiro do sul;-72,43717757177174;-7,921088848668123
Acre;Vale do Juruá;50;Transporte Aquaviário;Sim;55;1483;0,0371;55;0,0371;8;Sim;16372;0,0034;0,3606720700000001;6,9762;8;0;8;1,0;Não;42416;0,0;13620921;0,0013;0,59551277;4,819;1421;0,0056;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Acre_Vale do Juruá_Transporte, armazenagem e correio;Regional;cruzeiro do sul;-72,43717757177174;-7,921088848668123
Acre;Vale do Acre;51;Transporte Aéreo;Sim;79;14889;0,0053;115;0,0036;5;Sim;16372;0,007;0,0357895600000002;0,73;5;0;9;0,5556;Não;49999;0,0;13620921;0,0016;0,5145460300000002;0,7009;768;0,0065;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Acre_Vale do Acre_Transporte, armazenagem e correio;Estadual;rio branco;-67,7308466865879;-9,760865581749904
Acre;Vale do Juruá;51;Transporte Aéreo;Sim;36;1483;0,0243;115;0,0076;4;Sim;16372;0,007;0,3606720700000001;2,2194;4;0;9;0,4444;Não;49999;0,0;13620921;0,0007;0,59551277;2,6777;768;0,0052;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Acre_Vale do Juruá_Transporte, armazenagem e correio;Regional;cruzeiro do sul;-72,43717757177174;-7,921088848668123
Acre;Vale do Acre;52;Armazenamento E Atividades Auxiliares Dos Transportes;Sim;402;14889;0,027;425;0,0255;27;Sim;16372;0,026;0,0357895600000002;1,0013;26;1;32;0,8438;Sim;444890;0,0;13620921;0,0009;0,5145460300000002;0,4013;29294;0,0009;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Acre_Vale do Acre_Transporte, armazenagem e correio;Estadual;rio branco;-67,7308466865879;-9,760865581749904
Acre;Vale do Juruá;52;Armazenamento E Atividades Auxiliares Dos Transportes;Sim;23;1483;0,0155;425;0,0008;5;Não;16372;0,026;0,3606720700000001;0,3812;5;0;32;0,1563;Não;444890;0,0;13620921;0,0001;0,59551277;0,192;29294;0,0002;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Acre_Vale do Juruá_Transporte, armazenagem e correio;Regional;cruzeiro do sul;-72,43717757177174;-7,921088848668123
Acre;Vale do Acre;53;Correio E Outras Atividades De Entrega;Sim;339;14889;0,0228;383;0,0202;32;Sim;16372;0,0234;0,0357895600000002;0,9395;32;0;40;0,8;Sim;153688;0,0001;13620921;0,0022;0,5145460300000002;0,981;13202;0,0024;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Acre_Vale do Acre_Transporte, armazenagem e correio;Estadual;rio branco;-67,7308466865879;-9,760865581749904
Acre;Vale do Juruá;53;Correio E Outras Atividades De Entrega;Sim;44;1483;0,0297;383;0,0034;8;Sim;16372;0,0234;0,3606720700000001;0,8114;8;0;40;0,2;Não;153688;0,0;13620921;0,0003;0,59551277;1,0647;13202;0,0006;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Acre_Vale do Juruá_Transporte, armazenagem e correio;Regional;cruzeiro do sul;-72,43717757177174;-7,921088848668123
Acre;Vale do Acre;61;Telecomunicações;Sim;353;14889;0,0237;397;0,0211;32;Sim;16372;0,0242;0,0357895600000002;0,9443;32;0;39;0,8205;Sim;260856;0,0;13620921;0,0014;0,5145460300000002;0,6007;16976;0,0019;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Acre_Vale do Acre_TIC;Estadual;rio branco;-68,29659599236652;-9,870526387500366
